,gross_amount,movie_name,open_time,year,tconst,title,releaseYear,runtimeMinutes,genres1,genres2,genres3,averageRating,numVotes,directorName,writerName
174,"$56,286",Big Men,3/14,2014,tt2789532,Big Men,2013,99,Documentary,,,7.2,482,Rachel Boynton,Rachel Boynton
175,"$56,092",In Bloom,1/10,2014,tt2741806,In Bloom,2013,102,Drama,,,7.7,5876,Simon Gro?,Nana Ekvtimishvili
176,"$54,030",Hateship Loveship,4/11,2014,tt2463512,Hateship Loveship,2013,104,Drama,Romance,,6.2,5668,Liza Johnson,Mark Poirier
177,"$52,909",Ping Pong Summer,6/6,2014,tt2402985,Ping Pong Summer,2014,92,Comedy,Drama,,5.4,2432,Michael Tully,Michael Tully
178,"$50,020",The Discoverers,5/16,2014,tt5155780,The Discovery,2017,102,Drama,Mystery,Romance,6.3,20255,Charlie McDowell,Justin Lader
179,"$48,713",A Birder's Guide to Everything,3/21,2014,tt1582465,A Birder's Guide to Everything,2013,86,Adventure,Comedy,Drama,6.3,1834,Rob Meyer,Rob Meyer
180,"$48,390",Decoding Annie Parker,5/2,2014,tt1464191,Decoding Annie Parker,2013,91,Drama,,,6.3,2641,Steven Bernstein,Adam Bernstein
181,"$46,874",A Master Builder,7/23,2014,tt2276069,A Master Builder,2013,130,Drama,,,6.1,562,Jonathan Demme,Henrik Ibsen
182,"$45,254",There's No Place Like Utopia,7/18,2014,tt3868452,There's No Place Like Utopia,2014,110,Documentary,,,5.8,125,Joel Gilbert,Joel Gilbert
183,"$40,563",The Last Of The Unjust,2/7,2014,tt2340784,The Last of the Unjust,2013,220,Documentary,History,,7.1,535,Claude Lanzmann,Claude Lanzmann
184,"$39,324",Child of God,8/1,2014,tt1951095,Child of God,2013,104,Crime,Drama,Thriller,5.5,3459,James Franco,James Franco
185,"$37,473",Dead Snow 2: Red vs. Dead,10/10,2014,tt2832470,Dead Snow 2: Red vs. Dead,2014,100,Action,Comedy,Horror,6.9,19050,Tommy Wirkola,Tommy Wirkola
186,"$34,768",Beneath the Harvest Sky,4/25,2014,tt2313896,Beneath the Harvest Sky,2013,116,Crime,Drama,Romance,6.2,856,Gita Pullapilly,Aron Gaudet
187,"$34,411",Filth,5/30,2014,tt1450321,Filth,2013,97,Comedy,Crime,Drama,7.1,87718,Jon S. Baird,Jon S. Baird
188,"$34,236",Rocks in my Pockets,9/3,2014,tt2961890,Rocks in My Pockets,2014,88,Animation,Comedy,Drama,7.7,515,Signe Baumane,Signe Baumane
189,"$32,286",For a Woman,5/2,2014,tt2176786,For a Woman,2013,110,Drama,,,6.5,603,Diane Kurys,Diane Kurys
190,"$32,188",The Hero of Color City,10/3,2014,tt0498351,The Hero of Color City,2014,77,Animation,Family,,4.1,394,Frank Gladstone,Jess Kedward
191,"$32,111",Bird People,9/12,2014,tt5321088,Bad People,2016,80,Comedy,,,4.1,138,Alex Petrovitch,Alex Petrovitch
192,"$30,662",Documented,5/2,2014,tt3057836,Documented,2013,89,Biography,Documentary,Family,6.6,125,Ann Raffaela Lupo,Jose Antonio Vargas
193,"$30,312",Happy Christmas,7/25,2014,tt2955096,Happy Christmas,2014,82,Comedy,Drama,,5.5,6675,Joe Swanberg,Joe Swanberg
194,"$30,160",Southern Baptist Sissies,2/21,2014,tt2729818,Southern Baptist Sissies,2013,138,Drama,,,7.2,157,Del Shores,Del Shores
195,"$28,534",Why Don't You Play in Hell,11/7,2014,tt2409302,Why Don't You Play in Hell?,2013,129,Action,Comedy,,7.2,5639,Sion Sono,Sion Sono
196,"$27,053",Last Weekend,8/29,2014,tt2435458,Last Weekend,2014,94,Comedy,Drama,,5.4,820,Tom Dolby,Tom Dolby
197,"$936,662,225",Star Wars: The Force Awakens,12/18,2015,tt2488496,Star Wars: The Force Awakens,2015,136,Action,Adventure,Fantasy,8.0,734760,J.J. Abrams,Lawrence Kasdan
198,"$652,270,625",Jurassic World,6/12,2015,tt0369610,Jurassic World,2015,124,Action,Adventure,Sci-Fi,7.0,487789,Colin Trevorrow,Rick Jaffa
199,"$459,005,868",Avengers: Age of Ultron,5/1,2015,tt2395427,Avengers: Age of Ultron,2015,141,Action,Adventure,Sci-Fi,7.4,570130,Joss Whedon,Joss Whedon
200,"$356,461,711",Inside Out,6/19,2015,tt2096673,Inside Out,2015,95,Adventure,Animation,Comedy,8.2,475324,Ronnie Del Carmen,Pete Docter
201,"$353,007,020",Furious 7,4/3,2015,tt2820852,Furious 7,2015,137,Action,Crime,Thriller,7.2,318831,James Wan,Chris Morgan
202,"$336,045,770",Minions,7/10,2015,tt2293640,Minions,2015,91,Action,Adventure,Animation,6.4,177328,Kyle Balda,Brian Lynch
203,"$281,723,902",The Hunger Games: Mockingjay - Part 2,11/20,2015,tt1951265,The Hunger Games: Mockingjay - Part 1,2014,123,Action,Adventure,Sci-Fi,6.7,354773,Francis Lawrence,Peter Craig
204,"$281,723,902",The Hunger Games: Mockingjay - Part 2,11/20,2015,tt1951266,The Hunger Games: Mockingjay - Part 2,2015,137,Action,Adventure,Sci-Fi,6.5,227244,Francis Lawrence,Peter Craig
205,"$228,433,663",The Martian,10/2,2015,tt3659388,The Martian,2015,144,Adventure,Drama,Sci-Fi,8.0,613719,Ridley Scott,Drew Goddard
206,"$180,202,163",Ant-Man,7/17,2015,tt0478970,Ant-Man,2015,117,Action,Adventure,Comedy,7.3,418352,Peyton Reed,Edgar Wright
207,"$166,167,230",Fifty Shades of Grey,2/13,2015,tt2322441,Fifty Shades of Grey,2015,125,Drama,Romance,Thriller,4.1,262156,Sam Taylor-Johnson,Kelly Marcel
208,"$162,994,032",The SpongeBob Movie: Sponge Out of Water,2/6,2015,tt2279373,The SpongeBob Movie: Sponge Out of Water,2015,92,Adventure,Animation,Comedy,6.0,40171,Mike Mitchell,Glenn Berger
209,"$155,190,832",San Andreas,5/29,2015,tt2126355,San Andreas,2015,114,Action,Adventure,Drama,6.1,174587,Brad Peyton,Carlton Cuse
210,"$153,636,354",Mad Max: Fury Road,5/15,2015,tt1392190,Mad Max: Fury Road,2015,120,Action,Adventure,Sci-Fi,8.1,705256,George Miller,George Miller
211,"$150,357,137",Daddy's Home,12/25,2015,tt5657846,Daddy's Home 2,2017,100,Comedy,,,6.0,29217,Sean Anders,Sean Anders
212,"$130,178,411",The Peanuts Movie,11/6,2015,tt2452042,The Peanuts Movie,2015,88,Adventure,Animation,Comedy,7.1,36721,Steve Martino,Craig Schulz
213,"$128,261,724",Kingsman: The Secret Service,2/13,2015,tt2802144,Kingsman: The Secret Service,2014,129,Action,Adventure,Comedy,7.7,502603,Matthew Vaughn,Jane Goldman
214,"$123,087,120",The Good Dinosaur,11/25,2015,tt1979388,The Good Dinosaur,2015,93,Adventure,Animation,Comedy,6.7,84823,Peter Sohn,Bob Peterson
215,"$93,436,322",Tomorrowland,5/22,2015,tt1964418,Tomorrowland,2015,130,Action,Adventure,Family,6.5,152724,Brad Bird,Damon Lindelof
216,"$89,760,956",Terminator: Genisys,7/1,2015,tt1340138,Terminator Genisys,2015,126,Action,Adventure,Sci-Fi,6.5,220176,Alan Taylor,Laeta Kalogridis
217,"$89,256,424",Taken 3,1/9,2015,tt2446042,Taken 3,2014,108,Action,Thriller,,6.0,154526,Olivier Megaton,Luc Besson
218,"$87,044,645",Sisters,12/18,2015,tt4246750,3 Sisters,2015,87,Horror,Thriller,,5.1,8,D¨¢ire McNab,D¨¢ire McNab
219,"$80,080,379",Goosebumps,10/16,2015,tt1051904,Goosebumps,2015,103,Adventure,Comedy,Family,6.3,63866,Rob Letterman,Darren Lemke
220,"$78,747,585",Pixels,7/24,2015,tt2120120,Pixels,2015,105,Action,Comedy,Fantasy,5.6,110696,Chris Columbus,Tim Herlihy
221,"$72,313,754",Bridge of Spies,10/16,2015,tt3682448,Bridge of Spies,2015,142,Drama,History,Thriller,7.6,242473,Steven Spielberg,Matt Charman
222,"$70,259,870",The Big Short,12/11,2015,tt3528764,The Big Shot,2017,89,Comedy,,,5.5,6,Demetrius Navarro,Enrico Natale
223,"$65,206,105",The Visit,9/11,2015,tt2276258,The Visitant,2014,90,Thriller,,,4.5,317,Jon Binkowski,Jon Binkowski
224,"$65,206,105",The Visit,9/11,2015,tt3567288,The Visit,2015,94,Horror,Thriller,,6.2,92388,M. Night Shyamalan,M. Night Shyamalan
225,"$65,206,105",The Visit,9/11,2015,tt5085588,The Visitor,2016,119,Drama,Horror,Thriller,7.1,41,Jamil Hendi,Jamil Hendi
226,"$64,460,211",The Wedding Ringer,1/16,2015,tt0884732,The Wedding Ringer,2015,101,Comedy,,,6.7,63008,Jeremy Garelick,Jeremy Garelick
227,"$64,460,211",The Wedding Ringer,1/16,2015,tt5974454,The Wedding Ring,2016,96,Drama,Romance,,6.6,39,Rahmatou Ke?ta,Rahmatou Ke?ta
228,"$62,575,678",Black Mass,9/18,2015,tt1355683,Black Mass,2015,123,Biography,Crime,Drama,6.9,146683,Scott Cooper,Mark Mallouk
229,"$56,451,232",Joy,12/25,2015,tt2446980,Joy,2015,124,Drama,,,6.6,108873,David O. Russell,David O. Russell
230,"$56,451,232",Joy,12/25,2015,tt6180144,Joy,2016,80,Drama,,,7.1,25,Chinguun Balkhjav,Chinguun Balkhjav
231,"$44,482,410","McFarland, USA",2/20,2015,tt2097298,"McFarland, USA",2015,129,Biography,Drama,Sport,7.4,29019,Niki Caro,Christopher Cleveland
232,"$43,047,372",The Night Before,11/20,2015,tt3530002,The Night Before,2015,101,Adventure,Comedy,Fantasy,6.4,52781,Jonathan Levine,Jonathan Levine
233,"$43,047,372",The Night Before,11/20,2015,tt6006924,The Night Before,2017,81,Horror,,,5.2,116,Brett Bentman,Brett Bentman
234,"$42,725,475",Krampus,12/4,2015,tt3850590,Krampus,2015,98,Comedy,Fantasy,Horror,6.2,49285,Michael Dougherty,Todd Casey
235,"$38,322,743",Brooklyn,11/4,2015,tt3184798,Brooklyn,2014,83,Drama,Music,Musical,6.4,45,Pascal Tessaud,Pascal Tessaud
236,"$35,423,380",The Boy Next Door,1/23,2015,tt3181822,The Boy Next Door,2015,91,Romance,Thriller,,4.7,32575,Rob Cohen,Barbara Curry
237,"$34,580,201",Hot Pursuit,5/8,2015,tt2967224,Hot Pursuit,2015,87,Action,Comedy,Crime,5.1,42013,Anne Fletcher,David Feeney
238,"$29,504,281",A Walk in the Woods,9/2,2015,tt1178665,A Walk in the Woods,2015,104,Adventure,Biography,Comedy,6.3,19870,Ken Kwapis,Michael Arndt
239,"$27,740,955",Sinister 2,8/21,2015,tt2752772,Sinister 2,2015,97,Horror,Mystery,Thriller,5.3,36548,Ciar¨¢n Foy,Scott Derrickson
240,"$26,501,323",The Woman in Black 2: Angel of Death,1/2,2015,tt2339741,The Woman in Black 2: Angel of Death,2014,98,Drama,Horror,Thriller,4.9,23135,Tom Harper,Jon Croker
241,"$26,302,731",Love the Coopers,11/13,2015,tt2279339,Love the Coopers,2015,107,Comedy,Fantasy,Romance,5.7,15720,Jessie Nelson,Steven Rogers
242,"$25,442,958",Ex Machina,4/10,2015,tt0470752,Ex Machina,2014,108,Drama,Mystery,Sci-Fi,7.7,381716,Alex Garland,Alex Garland
243,"$25,020,758",In the Heart of the Sea,12/11,2015,tt1390411,In the Heart of the Sea,2015,122,Action,Adventure,Biography,6.9,99965,Ron Howard,Charles Leavitt
244,"$22,764,410",The Gallows,7/10,2015,tt2309260,The Gallows,2015,81,Horror,Thriller,,4.2,16626,Travis Cluff,Chris Lofing
245,"$22,764,410",The Gallows,7/10,2015,tt2474976,The Hallow,2015,97,Horror,,,5.7,12459,Corin Hardy,Corin Hardy
246,"$22,348,241",Project Almanac,1/30,2015,tt2436386,Project Almanac,2015,106,Drama,Mystery,Sci-Fi,6.4,67453,Dean Israelite,Jason Pagan
247,"$21,067,116",Aloha,5/29,2015,tt1243974,Aloha,2015,105,Comedy,Drama,Romance,5.4,48767,Cameron Crowe,Cameron Crowe
248,"$19,375,982",Shaun the Sheep Movie,8/5,2015,tt2872750,Shaun the Sheep Movie,2015,85,Adventure,Animation,Comedy,7.4,29958,Richard Starzak,Mark Burton
249,"$18,300,124",Paranormal Activity: The Ghost Dimension,10/23,2015,tt2473510,Paranormal Activity: The Ghost Dimension,2015,88,Horror,,,4.6,20513,Gregory Plotkin,Jason Pagan
250,"$17,766,658",Steve Jobs,10/9,2015,tt2080374,Steve Jobs,2015,122,Biography,Drama,,7.2,129318,Danny Boyle,Aaron Sorkin
251,"$17,737,646",Mr. Holmes,7/17,2015,tt3168230,Mr. Holmes,2015,104,Drama,Mystery,,6.9,54290,Bill Condon,Mitch Cullin
252,"$17,506,470",Dope,6/19,2015,tt3850214,Dope,2015,103,Action,Comedy,Crime,7.2,72540,Rick Famuyiwa,Rick Famuyiwa
253,"$16,432,322",Monkey Kingdom,4/17,2015,tt5841964,Monkey King,2016,98,Comedy,Drama,,4.9,67,Oliver Rihs,Thomas Hess
254,"$16,029,670",The Transporter Refueled,9/4,2015,tt2938956,The Transporter Refueled,2015,96,Action,Adventure,Crime,5.2,33728,Camille Delamarre,Adam Cooper
255,"$14,677,654",Room,10/16,2015,tt3170832,Room,2015,118,Drama,,,8.2,270535,Lenny Abrahamson,Emma Donoghue
256,"$14,674,076",It Follows,3/13,2015,tt3235888,It Follows,2014,100,Horror,Mystery,,6.8,159692,David Robert Mitchell,David Robert Mitchell
257,"$14,394,097",Woodlawn,10/16,2015,tt4183692,Woodlawn,2015,123,Drama,Sport,,6.5,5496,Jon Erwin,Jon Erwin
258,"$13,651,946",Burnt,10/30,2015,tt2503944,Burnt,2015,101,Comedy,Drama,,6.6,86723,John Wells,Steven Knight
259,"$12,711,491",Carol,11/20,2015,tt2402927,Carol,2015,118,Drama,Romance,,7.2,88892,Todd Haynes,Phyllis Nagy
260,"$12,551,031",Love & Mercy,6/5,2015,tt0903657,Love & Mercy,2014,121,Biography,Drama,Music,7.4,29981,Bill Pohlad,Oren Moverman
261,"$12,429,583",Strange Magic,1/23,2015,tt4191054,Strange Magic,2015,99,Adventure,Animation,Comedy,5.8,8452,Gary Rydstrom,David Berenbaum
262,"$12,279,691",Self/Less,7/10,2015,tt2140379,Self/less,2015,117,Action,Mystery,Sci-Fi,6.5,73995,Tarsem Singh,?lex Pastor
263,"$12,236,500",Far from the Madding Crowd,5/1,2015,tt2935476,Far from the Madding Crowd,2015,119,Drama,Romance,,7.1,37928,Thomas Vinterberg,Thomas Hardy
264,"$12,227,722",The 33,11/13,2015,tt2006295,The 33,2015,127,Biography,Drama,History,6.9,29554,Patricia Riggen,Mikko Alanne
265,"$11,114,018",The Danish Girl,11/27,2015,tt0810819,The Danish Girl,2015,119,Biography,Drama,History,7.1,129769,Tom Hooper,David Ebershoff
266,"$10,137,502",The Walk,9/30,2015,tt2159988,The Walk,2015,89,Crime,Thriller,,6.7,121,Timothy Fielding,Timothy Fielding
267,"$10,137,502",The Walk,9/30,2015,tt2931376,The Wake,2017,86,Horror,,,2.6,195,Faouzi Brahimi,Bryan Brewer
268,"$10,021,175",The Lady in the Van,12/4,2015,tt3722070,The Lady in the Van,2015,104,Biography,Comedy,Drama,6.7,20058,Nicholas Hytner,Alan Bennett
269,"$8,008,363",Dragon Ball Z: Resurrection 'F',8/4,2015,tt3819668,Dragon Ball Z: Resurrection 'F',2015,93,Action,Adventure,Animation,7.4,15878,Tadayoshi Yamamuro,Akira Toriyama
270,"$8,005,980",Blackhat,1/16,2015,tt2157103,Blackhats,2015,104,Action,Drama,Thriller,6.7,24,Laron Austin,Martin L. Kelley
271,"$8,005,980",Blackhat,1/16,2015,tt2717822,Blackhat,2015,133,Crime,Drama,Mystery,5.4,45992,Michael Mann,Morgan Davis Foehl
272,"$7,696,134",Mortdecai,1/23,2015,tt3045616,Mortdecai,2015,107,Action,Comedy,Crime,5.5,56408,David Koepp,Eric Aronson
273,"$7,587,485",While We're Young,3/27,2015,tt3896710,We Were Young,2015,86,Comedy,Drama,,5.4,233,Philippe Guillard,Philippe Guillard
274,"$7,192,291",The Green Inferno,9/25,2015,tt2403021,The Green Inferno,2013,100,Adventure,Horror,Thriller,5.3,29945,Eli Roth,Guillermo Amoedo
275,"$5,775,076",Victor Frankenstein,11/25,2015,tt1976009,Victor Frankenstein,2015,110,Drama,Horror,Sci-Fi,6.0,43198,Paul McGuigan,Max Landis
276,"$4,871,263",Dilwale,12/17,2015,tt4535650,Dilwale,2015,158,Action,Comedy,Romance,5.3,26762,Rohit Shetty,Yunus Sajawal
277,"$4,364,639",Prem Ratan Dhan Payo,11/12,2015,tt3595298,Prem Ratan Dhan Payo,2015,164,Action,Drama,Musical,4.7,14240,Sooraj R. Barjatya,Sooraj R. Barjatya
278,"$4,247,285",45 Years,12/23,2015,tt3544082,45 Years,2015,91,Drama,Romance,,7.1,25549,Andrew Haigh,Andrew Haigh
279,"$4,030,360",Irrational Man,7/17,2015,tt3715320,Irrational Man,2015,95,Comedy,Drama,,6.6,45978,Woody Allen,Woody Allen
280,"$3,759,286",Anomalisa,12/30,2015,tt2401878,Anomalisa,2015,90,Animation,Comedy,Drama,7.3,51799,Charlie Kaufman,Charlie Kaufman
281,"$3,591,417",We Are Your Friends,8/28,2015,tt3787590,We Are Your Friends,2015,96,Drama,Music,Romance,6.2,29362,Max Joseph,Max Joseph
282,"$3,447,633",Learning to Drive,8/21,2015,tt3062976,Learning to Drive,2014,90,Comedy,Drama,Romance,6.4,5912,Isabel Coixet,Sarah Kernochan
283,"$3,066,100",Dil Dhadakne Do,6/5,2015,tt4110568,Dil Dhadakne Do,2015,170,Comedy,Drama,Family,6.8,11374,Zoya Akhtar,Zoya Akhtar
284,"$3,044,347",Tanu Weds Manu Returns,5/22,2015,tt2140465,Tanu Weds Manu Returns,2015,128,Comedy,Drama,Romance,7.7,21788,Anand L. Rai,Himanshu Sharma
285,"$3,020,664",Rock The Kasbah,10/23,2015,tt3164256,Rock the Kasbah,2015,106,Comedy,Music,War,5.5,8655,Barry Levinson,Mitch Glazer
286,"$2,541,854",Truth,10/16,2015,tt1454700,Truth,2017,80,Drama,History,Thriller,7.4,688,Dianna Collett,Paul Collett
287,"$2,541,854",Truth,10/16,2015,tt2459920,Truth,2013,94,Drama,Romance,Thriller,5.0,469,Rob Moretti,Rob Moretti
288,"$2,500,431",Mistress America,8/14,2015,tt2872462,Mistress America,2015,84,Comedy,Drama,,6.7,20870,Noah Baumbach,Noah Baumbach
289,"$2,184,640",Jem and the Holograms,10/23,2015,tt3614530,Jem and the Holograms,2015,118,Adventure,Drama,Fantasy,4.1,6044,Jon M. Chu,Ryan Landels
290,"$1,872,994",Legend,11/20,2015,tt3569230,Legend,2015,132,Biography,Crime,Drama,7.0,124079,Brian Helgeland,Brian Helgeland
291,"$1,872,994",Legend,11/20,2015,tt3894294,Legends,2014,\N,Drama,Fantasy,Mystery,6.5,68,Jos¨¦ Pepe Boj¨®rquez,Jos¨¦ Pepe Boj¨®rquez
292,"$1,851,517",Clouds of Sils Maria,4/10,2015,tt2452254,Clouds of Sils Maria,2014,124,Drama,,,6.7,22943,Olivier Assayas,Olivier Assayas
293,"$1,822,250",Testament of Youth,6/5,2015,tt1441953,Testament of Youth,2014,129,Biography,Drama,History,7.3,20641,James Kent,Vera Brittain
294,"$1,801,807",Piku,5/8,2015,tt3767372,Piku,2015,123,Comedy,Drama,,7.6,21767,Shoojit Sircar,Juhi Chaturvedi
295,"$1,777,043",Son of Saul,12/18,2015,tt3808342,Son of Saul,2015,107,Drama,War,,7.5,35061,L¨¢szl¨® Nemes,L¨¢szl¨® Nemes
296,"$1,647,416",The Letters,12/4,2015,tt1445208,The Letters,2014,114,Drama,,,6.0,797,William Riead,William Riead
297,"$1,647,416",The Letters,12/4,2015,tt5278914,The Settlers,2016,107,Documentary,,,7.6,140,Shimon Dotan,Oron Adar
298,"$1,430,655",Infinitely Polar Bear,6/19,2015,tt1969062,Infinitely Polar Bear,2014,90,Comedy,Drama,Romance,7.0,13034,Maya Forbes,Maya Forbes
299,"$1,411,927",99 Homes,9/25,2015,tt2891174,99 Homes,2014,112,Drama,,,7.1,24246,Ramin Bahrani,Ramin Bahrani
300,"$1,388,365",Welcome Back,9/4,2015,tt3159708,Welcome Back,2015,152,Action,Comedy,Crime,4.2,4696,Anees Bazmee,Anees Bazmee
301,"$1,348,456",The Cokeville Miracle,6/5,2015,tt3877296,The Cokeville Miracle,2015,94,Drama,Family,History,5.0,1721,T.C. Christensen,T.C. Christensen
302,"$1,236,094",Beyond the Mask,4/6,2015,tt1207922,Beyond the Mat,2013,\N,Drama,Sport,,7.2,84,Van M. Pham,Erik Martinez
303,"$1,236,094",Beyond the Mask,4/6,2015,tt3165236,Beyond the Dark,2014,105,Horror,Sci-Fi,Thriller,3.1,67,Matthew Douglas Grzeszak,Matthew Douglas Grzeszak
304,"$1,171,559",Black Sea,1/23,2015,tt2261331,Black Sea,2014,114,Adventure,Drama,Thriller,6.4,29693,Kevin Macdonald,Dennis Kelly
305,"$1,156,000",Where Hope Grows,5/15,2015,tt3200980,Where Hope Grows,2014,95,Drama,Family,,6.6,2591,Chris Dowling,Chris Dowling
306,"$1,110,522",The Overnight,6/19,2015,tt3263996,The Overnighters,2014,102,Documentary,Drama,,7.5,2113,Jesse Moss,Jesse Moss
307,"$1,028,953",Dior and I,4/10,2015,tt3539664,Dior and I,2014,90,Documentary,,,7.3,2928,Fr¨¦d¨¦ric Tcheng,Fr¨¦d¨¦ric Tcheng
308,"$1,020,921",5 Flights Up,5/8,2015,tt2933544,5 Flights Up,2014,88,Drama,,,6.2,6834,Richard Loncraine,Charlie Peters
309,"$1,004,105",Faith of Our Fathers,7/1,2015,tt1322393,Faith of Our Fathers,2015,96,Drama,,,3.5,513,Carey Scott,Kevin Downes
310,"$988,150",Gett: The Trial of Viviane Amsalem,2/13,2015,tt3062880,Gett: The Trial of Viviane Amsalem,2014,115,Drama,,,7.7,5083,Ronit Elkabetz,Ronit Elkabetz
311,"$944,193",The 100-Year Old Man Who Climbed Out the Window and Disappeared,5/1,2015,tt2113681,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013,114,Adventure,Comedy,,7.1,32755,Felix Herngren,Felix Herngren
312,"$892,133",ABCD (Any Body Can Dance) 2,6/19,2015,tt2321163,ABCD (Any Body Can Dance),2013,160,Drama,Musical,,6.4,5413,Remo,Amit Aryan
313,"$845,464",Mustang,11/20,2015,tt3966404,Mustang,2015,97,Drama,,,7.6,27350,Deniz Gamze Erg¨¹ven,Deniz Gamze Erg¨¹ven
314,"$819,431",Sleeping with Other People,9/11,2015,tt3165612,Sleeping with Other People,2015,101,Comedy,Drama,Romance,6.5,32191,Leslye Headland,Leslye Headland
315,"$732,655",Once I Was a Beehive,8/14,2015,tt4002772,Once I Was a Beehive,2015,119,Comedy,Drama,Family,6.3,873,Maclain Nelson,Maclain Nelson
316,"$702,354",Tangerine,7/10,2015,tt3824458,Tangerine,2015,88,Comedy,Crime,Drama,7.1,19641,Sean Baker,Sean Baker
317,"$694,600",Red Army,1/23,2015,tt3264102,Red Army,2014,84,Biography,Documentary,History,7.6,5809,Gabe Polsky,Gabe Polsky
318,"$660,561",The Stanford Prison Experiment,7/17,2015,tt0420293,The Stanford Prison Experiment,2015,122,Biography,Drama,History,6.9,27191,Kyle Patrick Alvarez,Tim Talbott
319,"$632,542",The Assassin,10/16,2015,tt3508840,The Assassin,2015,105,Action,Drama,History,6.3,12985,Hsiao-Hsien Hou,Cheng Ah
320,"$623,383","Kumiko, The Treasure Hunter",3/18,2015,tt3263614,"Kumiko, the Treasure Hunter",2014,105,Drama,,,6.6,10251,David Zellner,David Zellner
321,"$608,852",Welcome to Me,5/1,2015,tt2788716,Welcome to Me,2014,87,Comedy,Drama,,5.9,16173,Shira Piven,Eliot Laurence
322,"$560,592",Jimmy's Hall,7/3,2015,tt3110960,Jimmy's Hall,2014,109,Biography,Drama,History,6.7,4934,Ken Loach,Paul Laverty
323,"$524,451",The Last - Naruto the Movie,2/20,2015,tt3717532,The Last: Naruto the Movie,2014,112,Action,Adventure,Animation,7.7,8121,Tsuneo Kobayashi,Masashi Kishimoto
324,"$521,794",Shaandaar,10/22,2015,tt4007558,Shaandaar,2015,144,Comedy,Drama,Romance,3.7,3814,Vikas Bahl,Vikas Bahl
325,"$478,595",Brotherly Love,4/24,2015,tt3262990,Brotherly Love,2015,89,Drama,,,6.7,1357,Jamal Hill,Jamal Hill
326,"$478,595",Brotherly Love,4/24,2015,tt6096190,Brotherly Love,2017,118,Drama,,,7.7,7,Anthony J. Caruso,Anthony J. Caruso
327,"$449,523",Attack on Titan: Part 1,9/30,2015,tt2072230,Attack on Titan: Part 1,2015,98,Action,Adventure,Drama,5.1,10216,Shinji Higuchi,Hajime Isayama
328,"$449,523",Attack on Titan: Part 1,9/30,2015,tt4294052,Attack on Titan: Part 2,2015,87,Action,Drama,Fantasy,4.8,3339,Shinji Higuchi,Hajime Isayama
329,"$425,831",Listen to Me Marlon,7/29,2015,tt4145178,Listen to Me Marlon,2015,103,Biography,Documentary,,8.2,5742,Stevan Riley,Stevan Riley
330,"$409,166",Badlapur,2/20,2015,tt3678782,Badlapur,2015,134,Action,Crime,Drama,7.5,17017,Sriram Raghavan,Massimo Carlotto
331,"$405,917",The Hunting Ground,2/27,2015,tt4185572,The Hunting Ground,2015,103,Documentary,,,7.4,5181,Kirby Dick,Kirby Dick
332,"$350,741",Maps to the Stars,2/27,2015,tt2172584,Maps to the Stars,2014,111,Comedy,Drama,,6.2,32692,David Cronenberg,Bruce Wagner
333,"$316,100",David and Goliath,4/3,2015,tt3055246,David and Goliath,2013,\N,Drama,,,4.3,58,Rajeev Nath,Anoop Menon
334,"$316,100",David and Goliath,4/3,2015,tt3962210,David and Goliath,2015,92,Action,Adventure,Drama,4.7,1674,Timothy A. Chey,Timothy A. Chey
335,"$305,934",Attack on Titan: Part 2,10/20,2015,tt2072230,Attack on Titan: Part 1,2015,98,Action,Adventure,Drama,5.1,10216,Shinji Higuchi,Hajime Isayama
336,"$305,934",Attack on Titan: Part 2,10/20,2015,tt4294052,Attack on Titan: Part 2,2015,87,Action,Drama,Fantasy,4.8,3339,Shinji Higuchi,Hajime Isayama
337,"$282,358",White God,3/27,2015,tt2844798,White God,2014,121,Drama,Fantasy,Horror,6.9,12666,Korn¨¦l Mundrucz¨®,Korn¨¦l Mundrucz¨®
338,"$277,528",In the Name of my Daughter,5/15,2015,tt2929890,In the Name of My Daughter,2014,116,Crime,Drama,,6.1,1284,Andr¨¦ T¨¦chin¨¦,C¨¦dric Anger
339,"$260,430",Hitchcock/Truffaut,12/2,2015,tt3748512,Hitchcock/Truffaut,2015,79,Documentary,,,7.4,4297,Kent Jones,Kent Jones
340,"$234,573",20 Once Again,1/16,2015,tt5578722,Once Again,2016,122,Drama,Family,Romance,7.5,57,Adoor Gopalakrishnan,Adoor Gopalakrishnan
341,"$229,094",Slow West,5/20,2015,tt3205376,Slow West,2015,84,Western,,,6.9,34681,John Maclean,John Maclean
342,"$208,588",Dark Places,8/7,2015,tt2402101,Dark Places,2015,113,Action,Drama,Mystery,6.2,34889,Gilles Paquet-Brenner,Gilles Paquet-Brenner
343,"$191,533",Gemma Bovery,5/29,2015,tt2788556,Gemma Bovery,2014,99,Comedy,Drama,Romance,6.4,4647,Anne Fontaine,Pascal Bonitzer
344,"$190,980",The Connection,5/15,2015,tt2935564,The Connection,2014,135,Action,Crime,Thriller,7.1,8275,C¨¦dric Jimenez,Audrey Diwan
345,"$176,391",Serena,3/27,2015,tt1247690,Serena,2014,109,Drama,Romance,,5.4,21872,Susanne Bier,Christopher Kyle
